frame,t,yellow_frac
2222,74.0667,0.00000
2223,74.1000,0.00000
2224,74.1333,0.00000
2225,74.1667,0.00000
2226,74.2000,0.00000
2227,74.2333,0.00000
2228,74.2667,0.00000
2229,74.3000,0.00000
2230,74.3333,0.00000
2231,74.3667,0.00000
2232,74.4000,0.00000
2233,74.4333,0.00000
2234,74.4667,0.00000
2235,74.5000,0.00000
2236,74.5333,0.00000
2237,74.5667,0.00000
2238,74.6000,0.00000
2239,74.6333,0.00000
2240,74.6667,0.00000
2241,74.7000,0.00000
2242,74.7333,0.00000
2243,74.7667,0.00000
2244,74.8000,0.00000
2245,74.8333,0.00000
2246,74.8667,0.00000
2247,74.9000,0.00000
2248,74.9333,0.00000
2249,74.9667,0.00000
2250,75.0000,0.00000
2251,75.0333,0.00000
2252,75.0667,0.00000
2253,75.1000,0.00000
2254,75.1333,0.00000
2255,75.1667,0.00000
2256,75.2000,0.00000
2257,75.2333,0.00000
2258,75.2667,0.00000
2259,75.3000,0.00000
2260,75.3333,0.00000
2261,75.3667,0.00000
2262,75.4000,0.00000
2263,75.4333,0.00000
2264,75.4667,0.00000
2265,75.5000,0.00000
2266,75.5333,0.00000
2267,75.5667,0.00000
2268,75.6000,0.00000
2269,75.6333,0.00000
2270,75.6667,0.00000
2271,75.7000,0.00000
2272,75.7333,0.00000
2273,75.7667,0.00000
2274,75.8000,0.00000
2275,75.8333,0.00000
2276,75.8667,0.00000
2277,75.9000,0.00000
2278,75.9333,0.00000
2279,75.9667,0.00000
2280,76.0000,0.00000
2281,76.0333,0.00000
2282,76.0667,0.00000
2283,76.1000,0.00000
2284,76.1333,0.00000
2285,76.1667,0.00000
2286,76.2000,0.00012
2287,76.2333,0.00096
2288,76.2667,0.00211
2289,76.3000,0.00246
2290,76.3333,0.00252
2291,76.3667,0.00252
2292,76.4000,0.00239
2293,76.4333,0.00225
2294,76.4667,0.00203
2295,76.5000,0.00194
2296,76.5333,0.00148
2297,76.5667,0.00116
2298,76.6000,0.00100
2299,76.6333,0.00092
2300,76.6667,0.00096
2301,76.7000,0.00107
2302,76.7333,0.00100
2303,76.7667,0.00107
2304,76.8000,0.00100
2305,76.8333,0.00100
2306,76.8667,0.00092
2307,76.9000,0.00092
2308,76.9333,0.00088
2309,76.9667,0.00094
2310,77.0000,0.00083
2311,77.0333,0.00083
2312,77.0667,0.00092
2313,77.1000,0.00110
2314,77.1333,0.00121
2315,77.1667,0.00130
2316,77.2000,0.00197
2317,77.2333,0.00260
2318,77.2667,0.00323
2319,77.3000,0.00289
2320,77.3333,0.00159
2321,77.3667,0.00086
2322,77.4000,0.00054
2323,77.4333,0.00101
2324,77.4667,0.00251
2325,77.5000,0.00332
2326,77.5333,0.00415
2327,77.5667,0.00399
2328,77.6000,0.00458
2329,77.6333,0.00468
2330,77.6667,0.00470
2331,77.7000,0.00469
2332,77.7333,0.00471
2333,77.7667,0.00476
2334,77.8000,0.00463
2335,77.8333,0.00463
2336,77.8667,0.00463
2337,77.9000,0.00465
2338,77.9333,0.00471
2339,77.9667,0.00467
2340,78.0000,0.00477
2341,78.0333,0.00487
2342,78.0667,0.00461
2343,78.1000,0.00461
2344,78.1333,0.00475
2345,78.1667,0.00457
2346,78.2000,0.00457
2347,78.2333,0.00457
2348,78.2667,0.00459
2349,78.3000,0.00471
2350,78.3333,0.00463
2351,78.3667,0.00455
2352,78.4000,0.00463
2353,78.4333,0.00459
2354,78.4667,0.00464
2355,78.5000,0.00474
2356,78.5333,0.00458
2357,78.5667,0.00457
2358,78.6000,0.00459
2359,78.6333,0.00461
2360,78.6667,0.00459
2361,78.7000,0.00446
2362,78.7333,0.00453
2363,78.7667,0.00453
2364,78.8000,0.00456
2365,78.8333,0.00452
2366,78.8667,0.00468
2367,78.9000,0.00458
2368,78.9333,0.00450
2369,78.9667,0.00451
2370,79.0000,0.00450
2371,79.0333,0.00452
2372,79.0667,0.00452
2373,79.1000,0.00452
2374,79.1333,0.00452
2375,79.1667,0.00452
2376,79.2000,0.00452
2377,79.2333,0.00452
2378,79.2667,0.00452
2379,79.3000,0.00452
2380,79.3333,0.00452
2381,79.3667,0.00452
2382,79.4000,0.00452
2383,79.4333,0.00452
2384,79.4667,0.00452
2385,79.5000,0.00452
2386,79.5333,0.00452
2387,79.5667,0.00452
2388,79.6000,0.00452
2389,79.6333,0.00452
2390,79.6667,0.00452
2391,79.7000,0.00452
2392,79.7333,0.00452
2393,79.7667,0.00452
2394,79.8000,0.00452
2395,79.8333,0.00452
2396,79.8667,0.00452
2397,79.9000,0.00452
2398,79.9333,0.00452
2399,79.9667,0.00445
2400,80.0000,0.00459
2401,80.0333,0.00459
2402,80.0667,0.00450
2403,80.1000,0.00369
2404,80.1333,0.00427
2405,80.1667,0.00399
2406,80.2000,0.00451
2407,80.2333,0.00453
2408,80.2667,0.00467
2409,80.3000,0.00444
2410,80.3333,0.00000
2411,80.3667,0.00000
2412,80.4000,0.00000
2413,80.4333,0.00000
2414,80.4667,0.00000
2415,80.5000,0.00000
2416,80.5333,0.00000
2417,80.5667,0.00000
2418,80.6000,0.00000
2419,80.6333,0.00000
2420,80.6667,0.00000
2421,80.7000,0.00000
2422,80.7333,0.00000
2423,80.7667,0.00000
2424,80.8000,0.00000
2425,80.8333,0.00000
2426,80.8667,0.00000
2427,80.9000,0.00000
2428,80.9333,0.00000
2429,80.9667,0.00000
2430,81.0000,0.00000
2431,81.0333,0.00000
2432,81.0667,0.00000
2433,81.1000,0.00000
2434,81.1333,0.00000
2435,81.1667,0.00000
2436,81.2000,0.00000
2437,81.2333,0.00000
2438,81.2667,0.00000
2439,81.3000,0.00000
2440,81.3333,0.00000
2441,81.3667,0.00000
2442,81.4000,0.00000
2443,81.4333,0.00000
2444,81.4667,0.00000
2445,81.5000,0.00000
2446,81.5333,0.00000
2447,81.5667,0.00000
2448,81.6000,0.00000
2449,81.6333,0.00000
2450,81.6667,0.00000
2451,81.7000,0.00000
2452,81.7333,0.00000
2453,81.7667,0.00000
2454,81.8000,0.00000
2455,81.8333,0.00000
2456,81.8667,0.00000
2457,81.9000,0.00000
2458,81.9333,0.00000
2459,81.9667,0.00000
2460,82.0000,0.00000
2461,82.0333,0.00000
2462,82.0667,0.00000
2463,82.1000,0.00000
2464,82.1333,0.00000
2465,82.1667,0.00000
2466,82.2000,0.00000
2467,82.2333,0.00000
2468,82.2667,0.00000
2469,82.3000,0.00000
2470,82.3333,0.00000
2471,82.3667,0.00000
2472,82.4000,0.00000
2473,82.4333,0.00000
2474,82.4667,0.00000
2475,82.5000,0.00000
2476,82.5333,0.00000
2477,82.5667,0.00000
2478,82.6000,0.00000
2479,82.6333,0.00000
2480,82.6667,0.00000
2481,82.7000,0.00000
2482,82.7333,0.00000
2483,82.7667,0.00000
2484,82.8000,0.00000
2485,82.8333,0.00000
2486,82.8667,0.00000
2487,82.9000,0.00000
2488,82.9333,0.00000
2489,82.9667,0.00000
2490,83.0000,0.00000
2491,83.0333,0.00000
2492,83.0667,0.00000
2493,83.1000,0.00000
2494,83.1333,0.00000
2495,83.1667,0.00000
2496,83.2000,0.00000
2497,83.2333,0.00000
2498,83.2667,0.00000
2499,83.3000,0.00000
2500,83.3333,0.00000
2501,83.3667,0.00000
2502,83.4000,0.00000
2503,83.4333,0.00000
2504,83.4667,0.00000
2505,83.5000,0.00000
2506,83.5333,0.00000
2507,83.5667,0.00000
2508,83.6000,0.00000
2509,83.6333,0.00000
2510,83.6667,0.00000
2511,83.7000,0.00000
2512,83.7333,0.00000
2513,83.7667,0.00000
2514,83.8000,0.00000
2515,83.8333,0.00000
2516,83.8667,0.00000
2517,83.9000,0.00000
2518,83.9333,0.00000
2519,83.9667,0.00000
2520,84.0000,0.00000
2521,84.0333,0.00000
2522,84.0667,0.00000
2523,84.1000,0.00000
2524,84.1333,0.00000
2525,84.1667,0.00000
2526,84.2000,0.00000
2527,84.2333,0.00000
2528,84.2667,0.00000
2529,84.3000,0.00000
2530,84.3333,0.00000
2531,84.3667,0.00000
2532,84.4000,0.00000
2533,84.4333,0.00000
2534,84.4667,0.00000
2535,84.5000,0.00000
2536,84.5333,0.00000
2537,84.5667,0.00000
2538,84.6000,0.00000
2539,84.6333,0.00000
2540,84.6667,0.00000
2541,84.7000,0.00000
2542,84.7333,0.00000
2543,84.7667,0.00000
2544,84.8000,0.00000
2545,84.8333,0.00000
2546,84.8667,0.00000
2547,84.9000,0.00000
2548,84.9333,0.00000
2549,84.9667,0.00000
2550,85.0000,0.00000
2551,85.0333,0.00000
2552,85.0667,0.00000
2553,85.1000,0.00000
2554,85.1333,0.00000
2555,85.1667,0.00000
2556,85.2000,0.00000
