t,rms_db,low_db,mid_db,high_db
21.9429,45.51,31.90,45.32,15.78
21.9545,46.53,33.48,46.30,15.85
21.9661,47.05,35.54,46.72,15.29
21.9777,45.18,36.53,44.54,11.94
21.9893,41.13,38.03,38.19,6.67
22.0009,41.77,40.69,35.17,9.38
22.0125,42.59,41.72,35.16,11.80
22.0241,42.24,41.34,34.95,12.21
22.0357,41.21,40.03,34.96,11.86
22.0473,40.55,39.22,34.72,10.59
22.0590,39.35,38.00,33.61,8.66
22.0706,37.25,35.49,32.47,3.89
22.0822,33.57,31.00,29.85,16.83
22.0938,33.79,24.77,22.67,32.80
22.1054,39.27,16.01,12.85,39.23
22.1170,42.86,6.48,13.26,42.85
22.1286,44.49,-2.33,13.46,44.49
22.1402,42.73,-3.04,12.63,42.72
22.1518,39.42,-6.79,10.93,39.41
22.1634,37.77,-5.62,11.58,37.75
22.1751,35.09,-4.32,12.74,35.03
22.1867,31.77,16.86,18.67,31.28
22.1983,36.64,31.91,34.42,24.19
22.2099,43.21,38.09,41.59,14.52
22.2215,45.87,39.10,44.84,11.21
22.2331,45.76,38.28,44.90,9.97
22.2447,44.26,36.93,43.37,7.65
22.2563,43.36,36.21,42.43,3.78
22.2679,42.61,36.10,41.51,1.60
22.2795,42.11,36.32,40.79,4.93
22.2912,41.39,36.93,39.47,8.68
22.3028,40.64,37.80,37.44,12.02
22.3144,42.20,40.44,37.36,18.17
22.3260,44.67,41.49,41.79,20.30
22.3376,45.74,39.03,44.69,17.47
22.3492,44.42,36.23,43.71,12.95
22.3608,40.98,35.13,39.62,19.98
22.3724,37.24,32.12,32.23,32.96
22.3840,37.03,24.77,21.95,36.59
22.3956,38.24,10.52,7.98,38.21
22.4073,37.73,6.04,10.37,37.71
22.4189,36.08,7.77,15.86,35.99
22.4305,35.14,29.69,28.70,31.90
22.4421,44.44,38.61,43.06,23.88
22.4537,48.75,39.84,48.13,22.11
22.4653,49.43,38.56,49.05,19.53
22.4769,49.23,38.01,48.88,17.27
22.4885,46.36,38.49,45.57,15.90
22.5001,37.87,34.18,35.42,7.83
22.5117,28.01,27.26,20.01,-2.46
22.5234,20.87,19.89,13.86,-7.08
22.5350,10.99,10.36,0.99,-16.57
22.5466,4.45,3.43,-6.66,-18.93
22.5582,2.14,1.56,-10.67,-17.78
22.5698,0.16,-4.27,-3.48,-8.08
22.5814,0.99,-9.96,-2.05,-5.03
22.5930,-0.76,-14.19,-4.17,-5.95
22.6046,11.40,-13.46,-3.51,11.21
22.6162,27.00,-11.08,3.55,26.95
22.6278,35.09,-2.95,12.87,35.01
22.6395,36.44,24.19,21.17,35.72
22.6511,39.24,36.38,34.56,29.42
22.6627,44.10,41.53,40.40,21.52
22.6743,46.08,43.58,42.28,21.73
22.6859,46.53,44.54,41.91,21.12
22.6975,46.21,44.60,40.82,19.79
22.7091,44.81,43.25,39.29,17.51
22.7207,42.58,40.99,37.11,15.22
22.7323,41.69,40.39,35.67,10.07
22.7439,42.18,41.18,35.25,5.69
22.7556,42.29,41.29,35.41,7.11
22.7672,42.23,41.21,35.40,7.89
22.7788,42.00,41.10,34.74,8.26
22.7904,40.97,39.91,34.31,8.17
22.8020,39.51,38.01,34.15,6.63
22.8136,37.81,36.00,33.14,3.37
22.8252,35.35,33.51,30.74,-0.45
22.8368,31.35,29.40,26.92,-2.44
22.8484,22.66,21.34,16.82,-4.55
22.8600,14.93,12.43,11.29,-9.76
22.8717,2.66,1.78,-5.02,-20.60
22.8833,-6.69,-8.28,-13.01,-22.75
22.8949,-10.24,-20.26,-12.38,-17.46
22.9065,1.50,-18.61,0.83,-7.62
22.9181,15.66,-12.38,15.17,5.71
22.9297,21.45,-9.18,21.03,10.74
22.9413,24.53,-5.43,24.06,14.16
22.9529,27.20,-5.80,26.78,16.46
22.9645,30.15,-0.01,29.85,17.85
22.9761,32.56,4.49,32.40,17.53
22.9878,33.31,23.72,32.69,16.54
22.9994,38.82,34.73,36.65,13.45
23.0110,44.19,38.70,42.74,10.78
23.0226,46.16,39.48,45.11,9.83
23.0342,46.60,39.94,45.54,9.40
23.0458,46.61,40.87,45.26,9.00
23.0574,46.64,41.30,45.13,9.27
23.0690,46.56,41.07,45.12,10.80
23.0806,46.18,40.28,44.88,12.89
23.0922,44.64,38.96,43.26,14.72
23.1039,40.32,35.18,37.76,31.70
23.1155,42.35,28.22,25.68,42.08
23.1271,43.83,17.59,7.96,43.82
23.1387,40.39,4.09,1.17,40.38
23.1503,36.44,1.67,4.67,36.44
23.1619,36.61,7.44,15.01,36.57
23.1735,34.88,26.37,26.06,33.45
23.1851,39.57,37.03,35.62,24.17
23.1967,42.48,40.52,37.93,15.21
23.2083,39.68,37.48,35.58,8.04
23.2200,30.46,28.71,25.61,-4.41
23.2316,19.95,19.33,11.13,-14.49
23.2432,8.63,8.16,-1.50,-18.04
23.2548,10.19,5.85,8.08,-11.31
23.2664,21.97,15.95,20.64,-0.66
23.2780,25.88,17.48,25.03,6.10
23.2896,29.03,18.44,28.33,13.00
23.3012,30.54,16.75,30.11,14.79
23.3128,31.53,15.15,31.25,14.78
23.3244,32.54,14.81,32.28,14.96
23.3361,32.93,12.50,32.71,14.38
23.3477,33.00,22.78,32.44,13.78
23.3593,35.65,32.05,33.03,15.52
23.3709,39.02,36.81,34.94,16.73
23.3825,41.41,38.77,37.93,17.69
23.3941,43.38,38.84,41.47,20.14
23.4057,45.50,38.69,44.46,21.99
23.4173,47.19,39.20,46.42,22.06
23.4289,47.86,39.04,47.24,21.72
23.4405,47.93,37.98,47.45,23.19
23.4522,47.44,36.67,47.04,23.15
23.4638,47.07,34.99,46.79,19.44
23.4754,46.35,33.19,46.13,15.26
23.4870,43.84,32.12,43.53,13.03
23.4986,39.05,33.37,37.67,5.69
23.5102,36.62,34.67,32.20,-5.67
23.5218,37.56,36.73,29.97,-9.64
23.5334,38.05,37.87,24.06,-12.81
23.5450,37.91,37.52,27.24,-0.70
23.5566,42.20,37.15,40.57,11.22
23.5683,46.06,36.61,45.53,16.81
23.5799,47.46,35.23,47.18,17.01
23.5915,47.87,34.12,47.68,15.45
23.6031,47.20,34.70,46.95,15.85
23.6147,45.03,35.71,44.49,13.45
23.6263,42.09,35.81,40.92,8.44
23.6379,41.63,35.43,40.42,8.03
23.6495,41.38,34.87,40.25,8.91
23.6611,41.98,35.40,40.87,9.99
23.6727,43.23,36.20,42.24,11.80
23.6844,43.69,35.92,42.87,12.43
23.6960,44.65,35.31,44.10,12.48
23.7076,45.14,34.44,44.75,11.77
23.7192,44.34,33.13,44.00,11.99
23.7308,45.49,33.16,45.23,15.97
23.7424,46.95,33.36,46.75,18.93
23.7540,46.83,33.37,46.62,19.96
23.7656,46.93,33.83,46.70,21.48
23.7772,47.42,35.08,47.14,23.08
23.7888,48.03,35.36,47.77,22.76
23.8005,47.92,34.80,47.69,20.89
23.8121,47.66,34.36,47.44,20.23
23.8237,47.64,33.88,47.45,18.49
23.8353,46.85,33.45,46.64,18.95
23.8469,44.95,33.31,44.63,19.87
23.8585,39.65,31.10,38.98,14.61
23.8701,25.25,22.85,21.49,-0.23
23.8817,7.19,4.52,3.50,-8.42
23.8933,0.29,-1.69,-5.10,-12.29
23.9049,-4.84,-6.70,-12.44,-15.33
23.9166,8.80,3.05,5.82,2.29
23.9282,35.97,25.72,35.49,15.60
23.9398,45.23,33.48,44.90,19.45
23.9514,46.66,34.39,46.38,17.37
23.9630,47.19,33.82,46.97,13.90
23.9746,46.73,33.98,46.49,13.34
23.9862,45.74,34.50,45.40,11.21
23.9978,43.74,35.16,43.09,9.06
24.0094,40.27,36.40,37.97,3.63
24.0210,39.37,38.14,33.28,-2.68
24.0327,40.19,39.07,33.76,-1.36
24.0443,40.32,39.20,33.86,-2.13
24.0559,40.55,39.48,33.91,-3.82
24.0675,40.72,39.63,34.19,-5.00
24.0791,40.69,39.37,34.88,-4.13
24.0907,40.44,38.37,36.20,5.60
24.1023,39.75,36.53,36.88,9.94
24.1139,38.42,35.15,35.61,9.26
24.1255,37.02,34.07,33.92,5.30
24.1371,36.36,33.70,32.96,1.97
24.1488,36.45,33.93,32.87,0.57
24.1604,37.19,34.68,33.60,0.11
24.1720,37.74,35.19,34.21,-0.08
24.1836,37.88,34.99,34.73,2.15
24.1952,38.47,34.96,35.87,1.65
24.2068,39.56,34.74,37.78,1.43
24.2184,40.76,34.53,39.54,2.04
24.2300,41.46,34.43,40.48,4.08
24.2416,42.08,33.36,41.44,6.73
24.2532,43.65,31.37,43.38,10.51
24.2649,44.40,29.46,44.25,11.20
24.2765,43.64,27.85,43.52,9.17
24.2881,42.81,27.33,42.67,9.17
24.2997,42.30,26.98,42.16,9.49
24.3113,42.44,26.45,42.32,8.45
24.3229,41.95,25.77,41.83,6.88
24.3345,40.21,24.74,40.08,6.68
24.3461,37.71,24.15,37.51,5.27
24.3577,32.57,23.73,31.96,-0.36
24.3693,23.84,17.79,22.59,-8.71
24.3810,8.73,7.24,3.26,-16.44
24.3926,-3.33,-4.90,-9.40,-21.55
24.4042,-10.13,-11.25,-20.02,-32.30
24.4158,-21.83,-23.83,-29.39,-37.89
24.4274,-6.44,-16.69,-7.03,-27.27
24.4390,0.08,-10.90,-0.40,-19.14
24.4506,-2.61,-8.71,-4.09,-18.80
24.4622,-8.17,-12.33,-11.12,-22.27
24.4738,-0.33,-11.69,-1.04,-15.48
24.4854,4.81,-10.29,4.22,-10.55
24.4971,7.39,-14.14,6.77,-6.14
24.5087,9.07,-16.95,8.35,-3.14
24.5203,10.05,-16.55,9.03,-0.76
24.5319,12.28,-14.11,11.40,2.08
24.5435,13.63,-12.41,12.65,3.49
24.5551,14.86,-11.80,13.93,5.04
24.5667,16.29,-13.19,15.40,6.36
24.5783,16.76,-10.49,15.76,7.26
24.5899,16.22,-8.94,15.21,6.97
24.6015,15.46,-11.41,14.44,6.37
24.6132,17.09,-4.45,14.39,12.61
24.6248,21.79,3.86,17.20,19.04
24.6364,17.38,0.91,13.25,14.28
24.6480,7.39,-11.34,6.96,-6.35
24.6596,3.36,-7.39,2.76,-12.45
24.6712,2.07,0.59,-3.56,-18.85
24.6828,3.76,2.59,-2.63,-22.70
24.6944,-1.98,-3.95,-7.22,-27.53
24.7060,-10.87,-13.12,-19.61,-34.48
24.7176,-19.24,-21.34,-28.18,-37.78
24.7293,-9.66,-16.39,-11.63,-21.46
24.7409,23.83,15.04,23.17,2.54
24.7525,39.23,27.94,38.86,15.78
24.7641,46.05,33.37,45.76,21.16
24.7757,47.42,34.06,47.16,22.91
24.7873,46.57,33.57,46.28,21.20
24.7989,45.11,34.01,44.72,20.33
24.8105,40.92,32.98,40.13,14.81
24.8221,31.67,27.67,29.45,3.79
24.8337,19.81,15.91,17.24,5.00
24.8454,23.83,13.53,22.87,13.69
24.8570,28.96,23.38,26.89,18.69
24.8686,35.87,32.14,33.00,23.14
24.8802,38.20,35.39,34.56,23.86
24.8918,39.85,37.75,35.46,22.19
24.9034,43.09,39.40,40.53,25.71
24.9150,46.37,39.67,45.26,26.79
24.9266,48.05,39.02,47.44,25.55
24.9382,47.63,38.00,47.10,22.51
24.9498,44.35,38.81,42.90,14.16
24.9615,44.08,43.36,35.89,10.49
24.9731,46.05,45.41,37.33,13.31
24.9847,46.66,45.79,39.24,14.32
24.9963,46.94,45.70,40.87,14.85
25.0079,47.21,45.19,42.89,13.45
25.0195,48.33,43.48,46.59,14.70
25.0311,48.28,40.71,47.41,17.47
25.0427,47.27,38.86,46.57,17.14
25.0543,47.11,37.69,46.58,13.04
25.0659,47.61,37.43,47.17,7.34
25.0776,48.05,37.76,47.62,3.73
25.0892,47.90,37.44,47.49,1.46
25.1008,46.33,38.72,45.50,-0.47
25.1124,41.54,38.48,38.57,-2.47
25.1240,31.97,31.01,24.92,-5.17
25.1356,18.00,16.13,13.42,-7.88
25.1472,17.22,6.43,14.08,13.08
25.1588,27.04,11.37,23.28,24.09
25.1704,30.25,13.20,25.91,27.88
25.1820,30.00,9.07,27.13,26.59
25.1937,29.70,23.46,27.50,21.25
25.2053,37.86,35.95,33.31,14.28
25.2169,43.35,39.88,40.74,11.35
25.2285,45.99,39.58,44.85,12.14
25.2401,47.60,38.68,46.98,14.95
25.2517,48.06,38.49,47.53,18.04
25.2633,46.67,37.30,46.09,19.57
25.2749,45.20,35.52,44.66,19.28
25.2865,44.59,34.27,44.13,18.51
25.2981,43.98,33.68,43.53,16.32
25.3098,42.54,33.47,41.95,11.49
25.3214,38.36,31.86,37.26,1.99
25.3330,31.82,30.37,26.35,-11.67
25.3446,29.76,29.50,17.43,-16.63
25.3562,29.83,29.55,17.82,-17.28
25.3678,30.76,30.41,19.58,-17.45
25.3794,32.52,32.23,20.65,-14.87
25.3910,37.97,35.80,33.91,-1.61
25.4026,44.01,38.84,42.42,9.84
25.4142,46.55,39.89,45.48,15.74
25.4259,45.84,40.38,44.37,18.54
25.4375,44.26,42.35,39.75,15.19
25.4491,45.36,44.48,38.01,11.67
25.4607,44.91,43.79,38.49,7.99
25.4723,41.26,39.97,35.34,4.54
25.4839,33.39,31.33,29.15,5.03
25.4955,24.15,19.75,18.92,19.33
25.5071,31.97,9.98,14.52,31.79
25.5187,36.38,2.89,21.86,36.05
25.5303,37.25,1.35,26.52,35.90
25.5420,35.00,-1.90,27.98,32.08
25.5536,30.62,16.88,26.67,25.84
25.5652,33.68,30.95,29.54,20.48
25.5768,40.02,37.25,36.61,16.89
25.5884,42.88,41.13,37.87,17.42
25.6000,43.63,42.58,36.65,17.38
25.6116,43.51,42.43,36.73,16.65
25.6232,43.07,41.42,37.89,17.18
25.6348,41.69,39.27,37.86,17.85
25.6464,39.12,36.02,35.62,26.05
25.6580,36.71,29.98,29.90,34.21
25.6697,37.72,21.08,18.83,37.55
25.6813,33.73,9.67,7.81,33.70
25.6929,20.90,7.55,-3.73,20.67
25.7045,9.51,6.09,-9.90,6.75
25.7161,5.30,3.79,-12.09,-0.35
25.7277,0.52,-0.10,-9.91,-13.44
25.7393,3.06,-2.55,1.16,-9.05
25.7509,28.72,21.63,27.76,3.89
25.7625,41.87,32.08,41.38,13.27
25.7741,46.67,35.03,46.35,18.77
25.7858,46.98,34.33,46.73,18.17
25.7974,46.04,33.77,45.77,14.88
25.8090,45.85,34.46,45.51,13.70
25.8206,44.87,35.85,44.28,14.81
25.8322,42.60,37.63,40.92,14.83
25.8438,42.10,40.85,36.08,12.43
25.8554,43.20,42.42,35.30,10.91
25.8670,43.63,42.88,35.62,10.22
25.8786,43.47,42.56,36.23,9.14
25.8902,42.80,41.71,36.26,8.11
25.9019,41.44,40.46,34.48,4.41
25.9135,38.28,37.51,30.38,-0.98
25.9251,34.42,33.82,25.57,-8.62
25.9367,34.69,32.31,30.94,1.51
25.9483,41.39,34.35,40.43,10.52
25.9599,44.52,34.46,44.05,14.47
25.9715,45.61,33.50,45.32,16.28
25.9831,45.42,32.11,45.20,16.87
25.9947,45.07,30.87,44.89,17.71
26.0063,44.98,29.78,44.84,17.16
26.0180,44.81,28.93,44.69,16.02
26.0296,44.21,28.02,44.10,15.82
26.0412,42.96,27.23,42.83,15.09
26.0528,42.01,26.43,41.88,12.55
26.0644,41.68,25.48,41.56,11.93
26.0760,41.44,24.07,41.35,10.98
26.0876,41.40,23.49,41.32,10.57
26.0992,41.16,23.16,41.09,8.05
26.1108,39.61,23.33,39.50,4.70
26.1224,37.31,22.79,37.15,1.88
26.1341,29.83,20.27,29.32,-5.25
26.1457,19.37,14.46,17.66,-10.49
26.1573,9.80,8.61,3.53,-16.17
26.1689,5.22,3.27,0.74,-20.21
26.1805,2.48,-0.40,-0.76,-21.10
26.1921,-0.85,-5.04,-3.10,-19.52
26.2037,3.32,-7.12,2.69,-14.06
26.2153,6.79,-6.79,6.29,-10.09
26.2269,7.27,-10.34,6.85,-8.74
26.2385,7.34,-13.57,6.97,-7.76
26.2502,6.43,-15.21,6.02,-8.22
26.2618,4.77,-15.85,4.33,-8.70
26.2734,6.11,-13.07,3.01,2.63
26.2850,21.49,2.37,14.41,20.14
26.2966,22.82,5.08,15.79,21.44
26.3082,11.30,-2.14,4.55,9.69
26.3198,-1.26,-1.83,-10.80,-25.59
26.3314,-4.20,-4.48,-18.05,-31.35
26.3430,-14.78,-16.15,-28.92,-35.98
26.3546,-18.30,-30.77,-21.24,-25.14
26.3663,18.01,-7.07,17.76,4.78
26.3779,25.62,5.58,25.27,13.57
26.3895,28.25,10.16,27.69,17.74
26.4011,33.01,16.42,32.33,22.44
26.4127,37.75,33.24,35.31,25.18
26.4243,42.35,40.74,36.88,25.73
26.4359,44.79,42.78,40.35,24.74
26.4475,47.11,42.19,45.38,25.97
26.4591,48.64,40.22,47.95,25.00
26.4707,48.66,38.12,48.24,24.27
26.4824,46.70,35.88,46.31,21.53
26.4940,41.36,32.49,40.75,11.72
26.5056,30.64,27.69,27.57,-3.70
26.5172,17.66,15.88,12.89,-10.96
26.5288,2.40,-1.82,0.16,-15.16
26.5404,-7.00,-13.99,-8.29,-21.15
26.5520,-17.84,-24.84,-19.72,-31.92
26.5636,-16.02,-26.16,-17.19,-29.77
26.5752,5.74,-5.36,5.31,-15.78
26.5868,33.11,26.84,31.93,-0.72
26.5985,45.44,35.43,44.96,12.17
26.6101,49.51,35.69,49.27,19.29
26.6217,49.97,35.05,49.76,21.93
26.6333,49.73,37.42,49.40,22.12
26.6449,49.25,38.32,48.81,21.84
26.6565,47.51,37.40,47.00,21.07
26.6681,47.44,35.84,47.08,21.36
26.6797,47.00,32.94,46.81,20.00
26.6913,44.32,29.78,44.15,17.10
26.7029,41.38,29.12,41.11,11.97
26.7146,35.51,26.41,34.94,2.80
26.7262,25.11,20.81,23.09,-8.57
26.7378,20.48,19.28,14.27,-7.90
26.7494,27.11,25.57,21.85,-5.83
26.7610,34.65,33.33,28.83,-4.73
26.7726,37.58,36.50,31.01,-1.69
26.7842,39.20,38.29,31.95,-0.30
26.7958,40.17,39.22,33.07,1.79
26.8074,40.67,39.64,33.91,2.07
26.8190,40.71,39.39,34.87,0.45
26.8307,41.24,39.16,37.06,-0.06
26.8423,43.55,38.42,41.95,5.20
26.8539,44.04,36.62,43.17,9.16
26.8655,43.96,36.86,43.01,10.84
26.8771,44.17,37.62,43.06,12.27
26.8887,43.81,38.25,42.38,13.39
26.9003,44.10,38.76,42.57,13.92
26.9119,44.05,38.84,42.46,14.64
26.9235,43.85,38.75,42.22,13.78
26.9351,44.20,38.80,42.71,12.01
26.9468,44.59,38.24,43.44,10.59
26.9584,44.62,37.23,43.74,9.68
26.9700,44.20,35.91,43.50,9.28
26.9816,42.75,34.84,41.99,7.96
26.9932,37.67,32.16,36.23,5.62
27.0048,35.36,30.23,33.76,5.14
27.0164,41.60,34.50,40.65,7.11
27.0280,41.11,34.40,40.06,6.48
27.0396,42.17,35.19,41.20,9.36
27.0512,46.21,36.20,45.75,16.39
27.0629,46.95,35.37,46.63,18.54
27.0745,46.51,34.80,46.20,18.32
27.0861,46.43,34.78,46.11,19.07
27.0977,46.33,34.68,46.01,20.06
27.1093,46.32,34.70,45.99,20.83
27.1209,45.94,35.25,45.53,22.00
27.1325,45.01,35.15,44.50,23.03
27.1441,43.79,34.80,43.17,21.74
27.1557,40.57,33.66,39.56,17.39
27.1673,33.84,29.55,31.80,8.92
27.1790,20.49,17.93,16.76,3.57
27.1906,20.35,3.61,19.72,10.87
27.2022,24.31,7.23,23.50,16.05
27.2138,29.57,4.87,22.59,28.56
27.2254,39.01,0.37,20.17,38.95
27.2370,44.76,-6.93,11.34,44.76
27.2486,46.74,-14.05,3.09,46.74
27.2602,43.67,-15.74,-0.74,43.67
27.2718,37.98,-12.94,-1.35,37.98
27.2834,37.63,-6.79,2.34,37.62
27.2951,36.05,-3.85,10.71,35.99
27.3067,32.30,18.83,20.12,31.56
27.3183,36.51,32.33,34.08,22.56
27.3299,42.37,38.86,39.80,9.15
27.3415,44.17,40.28,41.89,5.45
27.3531,44.56,39.19,43.07,4.01
27.3647,44.34,38.23,43.12,3.46
27.3763,43.66,38.02,42.27,4.11
27.3879,43.47,38.32,41.88,3.99
27.3995,43.85,39.46,41.88,6.64
27.4112,44.32,41.07,41.52,12.32
27.4228,44.98,43.00,40.60,15.75
27.4344,46.84,41.58,45.30,13.34
27.4460,46.79,37.01,46.31,7.69
27.4576,42.88,33.65,42.33,4.43
27.4692,34.59,28.23,33.44,0.49
27.4808,23.44,21.11,19.58,-4.85
27.4924,20.13,5.79,16.56,14.15
27.5040,31.31,10.09,25.91,27.97
27.5156,36.77,28.91,34.38,29.46
27.5273,43.78,35.78,42.98,22.93
27.5389,46.28,36.47,45.77,21.79
27.5505,45.85,35.50,45.39,21.74
27.5621,42.12,36.35,40.63,24.41
27.5737,36.82,33.15,31.94,30.27
27.5853,37.41,26.45,19.94,36.83
27.5969,39.82,15.19,11.49,39.75
27.6085,39.78,5.90,8.06,39.75
27.6201,38.76,2.05,4.09,38.75
27.6317,39.20,-1.58,1.61,39.19
27.6434,39.07,-3.74,2.44,39.05
27.6550,39.25,3.25,5.62,39.22
27.6666,39.32,5.25,12.21,39.24
27.6782,35.50,22.67,24.39,34.74
27.6898,37.97,34.76,34.87,22.49
27.7014,42.20,38.56,39.74,11.46
27.7130,43.24,38.40,41.50,8.92
27.7246,42.95,37.52,41.48,4.88
27.7362,42.47,36.22,41.29,2.14
27.7478,42.37,35.69,41.32,1.92
27.7595,42.78,36.72,41.55,3.45
27.7711,43.42,38.74,41.62,6.66
27.7827,43.90,41.72,39.85,7.50
27.7943,46.17,42.84,43.46,8.48
27.8059,47.72,40.58,46.79,8.65
27.8175,48.04,41.26,47.02,8.18
27.8291,48.16,42.34,46.85,7.13
27.8407,47.75,42.51,46.21,4.37
27.8523,47.68,42.24,46.21,7.61
27.8639,48.45,41.42,47.48,14.79
27.8756,48.98,40.08,48.35,18.07
27.8872,48.19,39.23,47.57,18.40
27.8988,46.54,39.51,45.56,15.35
27.9104,45.15,42.60,41.62,8.85
27.9220,44.74,43.83,37.51,5.14
27.9336,44.26,43.41,36.73,5.44
27.9452,43.76,42.77,36.87,5.43
27.9568,43.28,42.00,37.33,6.15
27.9684,43.19,41.00,39.12,7.81
27.9800,43.87,40.11,41.45,11.73
27.9917,44.50,38.50,43.20,15.43
28.0033,44.39,36.75,43.52,17.33
28.0149,43.86,35.93,43.04,18.58
28.0265,44.38,34.82,43.84,18.00
28.0381,45.49,32.93,45.22,15.34
28.0497,45.59,30.81,45.43,13.21
28.0613,45.68,29.29,45.57,12.63
28.0729,45.56,29.15,45.45,12.77
28.0845,45.52,29.38,45.41,13.83
28.0961,44.90,28.89,44.78,13.62
28.1078,42.96,28.49,42.79,11.35
28.1194,41.54,28.27,41.32,8.31
28.1310,36.81,26.35,36.39,2.96
28.1426,26.79,17.98,26.18,-6.43
28.1542,12.64,10.97,7.64,-16.98
28.1658,5.39,3.01,1.48,-18.64
28.1774,3.53,-1.35,1.73,-19.84
28.1890,3.04,-2.20,1.39,-19.28
28.2006,7.31,-5.64,6.93,-11.01
28.2122,12.97,-8.09,12.76,-4.99
28.2239,16.17,-7.35,15.87,-0.11
28.2355,17.75,-8.22,17.40,2.89
28.2471,18.35,-7.12,17.92,4.56
28.2587,18.06,-6.16,17.57,5.08
28.2703,18.02,-8.42,17.60,4.90
28.2819,17.68,-9.72,17.30,3.37
28.2935,16.65,-6.92,16.20,1.00
28.3051,14.25,-5.92,13.94,-2.70
28.3167,9.89,-7.59,9.59,-7.14
28.3283,4.87,-7.15,4.48,-13.25
28.3400,0.50,-5.21,-1.06,-18.49
28.3516,-6.90,-11.15,-9.48,-24.79
28.3632,-2.15,-3.27,-9.06,-20.68
28.3748,13.75,13.48,0.90,-13.76
28.3864,29.15,27.57,23.93,-1.64
28.3980,40.29,38.47,35.59,4.00
28.4096,45.49,43.94,40.24,3.97
28.4212,47.44,44.42,44.44,4.71
28.4328,49.58,43.13,48.46,3.68
28.4444,50.51,41.10,49.98,8.50
28.4561,49.40,40.86,48.74,14.24
28.4677,48.33,40.33,47.58,13.74
28.4793,48.30,41.61,47.24,9.66
28.4909,48.71,42.49,47.53,9.45
28.5025,48.33,42.64,46.96,8.07
28.5141,46.38,42.92,43.78,6.44
28.5257,41.38,39.82,36.16,2.60
28.5373,32.22,30.67,26.95,-0.50
28.5489,31.46,27.72,28.94,12.19
28.5605,36.17,29.00,35.14,17.01
28.5722,45.60,37.60,44.82,21.27
28.5838,48.53,40.11,47.82,23.94
28.5954,48.27,40.74,47.40,23.89
28.6070,46.19,40.03,44.96,22.10
28.6186,39.48,34.54,37.75,17.58
28.6302,22.65,19.71,19.39,5.27
28.6418,6.51,2.99,3.84,-14.08
28.6534,-2.22,-4.21,-6.91,-21.09
28.6650,-11.15,-13.48,-16.41,-29.77
28.6766,-15.57,-23.90,-17.88,-25.32
28.6883,-3.90,-14.01,-5.33,-12.23
28.6999,25.78,20.07,24.35,6.73
28.7115,42.26,34.46,41.42,21.55
28.7231,48.47,37.78,48.02,28.20
28.7347,48.45,36.34,48.11,28.11
28.7463,47.44,35.39,47.10,25.50
28.7579,46.90,37.96,46.28,21.44
28.7695,42.73,37.48,41.15,14.81
28.7811,34.48,33.43,27.79,2.98
28.7927,30.44,30.14,18.54,-10.74
28.8044,27.07,26.83,14.40,-12.69
28.8160,24.33,23.99,12.97,-12.61
28.8276,24.52,23.76,16.23,3.29
28.8392,30.47,29.92,20.79,6.97
28.8508,35.69,35.22,25.52,4.40
28.8624,38.92,38.38,29.44,4.33
28.8740,41.04,39.93,34.49,8.50
28.8856,43.70,40.07,41.18,12.58
28.8972,46.60,38.49,45.84,15.39
28.9088,48.13,35.76,47.85,17.51
28.9205,48.50,32.67,48.37,18.90
28.9321,48.22,31.01,48.12,18.14
28.9437,44.97,29.97,44.83,13.29
28.9553,34.42,26.81,33.58,1.19
28.9669,19.22,17.90,13.38,-14.87
28.9785,8.39,6.22,4.31,-20.51
28.9901,-0.05,-0.90,-7.69,-26.54
29.0017,-2.33,-3.40,-9.27,-23.20
29.0133,-5.16,-9.25,-8.27,-15.89
29.0249,22.63,17.14,21.14,-2.77
29.0366,40.34,29.88,39.92,7.18
29.0482,47.45,34.34,47.22,14.18
29.0598,48.64,34.49,48.45,17.38
29.0714,47.82,35.16,47.56,19.23
29.0830,46.02,36.37,45.48,20.83
29.0946,44.07,37.48,42.94,20.92
29.1062,44.50,37.94,43.34,21.85
29.1178,45.20,37.16,44.41,21.14
29.1294,45.44,35.99,44.87,19.21
29.1410,45.41,35.14,44.94,18.57
29.1527,45.77,34.24,45.42,20.05
29.1643,45.80,32.39,45.57,21.48
29.1759,46.16,31.91,45.97,21.08
29.1875,46.67,33.75,46.43,19.34
29.1991,47.16,35.70,46.83,17.92
29.2107,45.76,36.53,45.19,16.66
29.2223,42.23,36.18,40.98,13.35
29.2339,37.56,34.20,34.53,23.71
29.2455,38.59,29.24,24.75,37.84
29.2571,43.39,18.38,13.55,43.37
29.2688,43.96,9.37,6.65,43.96
29.2804,41.50,5.54,3.11,41.50
29.2920,37.24,-1.77,-0.06,37.24
29.3036,35.85,-11.20,-1.34,35.85
29.3152,35.39,-7.39,2.95,35.39
29.3268,33.38,-2.26,10.87,33.35
29.3384,30.42,20.20,26.15,27.65
29.3500,39.58,31.18,38.85,20.00
29.3616,43.98,33.92,43.52,16.64
29.3732,44.64,32.40,44.36,18.03
29.3849,44.85,29.41,44.71,19.77
29.3965,45.20,27.74,45.11,19.53
29.4081,44.38,27.37,44.28,16.97
29.4197,43.89,27.90,43.76,18.06
29.4313,43.83,28.89,43.67,17.95
29.4429,44.25,30.77,44.01,17.04
29.4545,43.73,32.00,43.39,14.09
29.4661,40.76,35.91,39.00,6.18
29.4777,40.81,39.95,33.30,2.97
